,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tol,param_learning_rate_init,param_learning_rate,param_hidden_layer_sizes,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,69.20806233088176,1.2901219966624933,0.505173126856486,0.014728750098263679,0.001,0.001,constant,"(50,)",0.1,"{'tol': 0.001, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': (50,), 'alpha': 0.1}",0.7825402182472719,0.7821089736378295,0.786638415960399,0.7837625,0.0020411484352306367,8,0.7911705698160614,0.792595578722367,0.7904432444594442,0.7914031309992909,0.0008939422885162829
1,104.803773244222,4.0469980699332435,0.9374345938364664,0.39771929793132943,0.001,0.0001,adaptive,"(100,)",0.1,"{'tol': 0.001, 'learning_rate_init': 0.0001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100,), 'alpha': 0.1}",0.7668841639479507,0.7682528968387895,0.7685629640741019,0.7679,0.0007293796210307133,12,0.7721204507528172,0.7708829430183939,0.7704184947688154,0.7711406295133422,0.0007183152929500778
2,270.7311284542084,21.030956014307165,0.4114285310109456,0.06028746001795372,0.001,0.001,adaptive,"(50,)",0.0001,"{'tol': 0.001, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50,), 'alpha': 0.0001}",0.7772527843401957,0.770521618479769,0.7775256881422036,0.7751,0.0032393514564420644,11,0.9138525865786661,0.921746385914912,0.9217103536205797,0.9191031087047193,0.0037127089417018453
3,1155.3274223009746,342.6499543460544,9.99409532546997,3.3779544915384423,0.001,0.001,constant,"(100,)",0.01,"{'tol': 0.001, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': (100,), 'alpha': 0.01}",0.7917088536393295,0.7879401507481156,0.7927885697142428,0.7908125,0.0020783572951412633,3,0.9286276789229932,0.9369246057787861,0.9109667379157761,0.9255063408725185,0.010824656712566863
4,839.9378174940745,24.256841818216923,0.4062228997548421,0.06628676507268352,0.0001,0.001,constant,"(50,)",0.0001,"{'tol': 0.0001, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': (50,), 'alpha': 0.0001}",0.7579405257434282,0.7565717928525894,0.7573501837545938,0.7572875,0.0005605414735726673,20,0.9571091069319183,0.9594716216976356,0.9536787040161998,0.9567531442152513,0.0023783055463523456
5,420.95877424875897,164.04774643500025,4.760084867477417,2.842586618973781,0.001,0.001,constant,"(50,)",0.01,"{'tol': 0.001, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': (50,), 'alpha': 0.01}",0.7933963325458432,0.7918026024674691,0.7957511437785945,0.79365,0.0016219292107452895,1,0.8780773629835187,0.8851461571634822,0.8626204672441594,0.8752813291303868,0.009406204709880421
6,231.78071689605713,10.175696416795326,0.354142427444458,0.014729649207875627,0.001,0.001,adaptive,"(50,)",0.001,"{'tol': 0.001, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50,), 'alpha': 0.001}",0.7768027899651254,0.7746090673866577,0.774694367359184,0.77536875,0.0010146266621900162,10,0.9185401158757243,0.9190463690398065,0.9191041361982976,0.9188968737046094,0.0002533658389275427
7,534.1094194253286,36.25799917245585,0.5884996255238851,0.08493866051954553,0.001,0.001,constant,"(100,)",0.0001,"{'tol': 0.001, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': (100,), 'alpha': 0.0001}",0.7678779015262309,0.7688341395732553,0.7658628965724144,0.767525,0.001238403223052427,13,0.9895374346089663,0.9872592953705961,0.9880938988262646,0.988296876268609,0.0009410559596984467
8,3082.150412877401,2074.4314034044237,3.7393225828806558,3.56563856394445,0.0001,0.001,adaptive,"(100,)",0.001,"{'tol': 0.0001, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100,), 'alpha': 0.001}",0.7645591930100873,0.7631154610567368,0.7615315382884572,0.76306875,0.0012364722472659152,16,0.9930437065231658,0.9938124613278833,0.9917032287096411,0.9928531321868967,0.0008715711838197498
9,592.3588339487711,73.58657914779674,4.541349728902181,0.7783096455292082,0.0001,0.001,constant,"(100,)",0.1,"{'tol': 0.0001, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': (100,), 'alpha': 0.1}",0.7874151573105336,0.7882213972325346,0.7910635265881647,0.7889,0.0015648240711265114,5,0.7997112481953013,0.8011175069844186,0.7965369182885214,0.7991218911560805,0.0019158904787774024
10,66.36516761779785,3.951547806398001,0.4426768620808919,0.0073651899066922875,0.001,0.001,adaptive,"(100,)",0.1,"{'tol': 0.001, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100,), 'alpha': 0.1}",0.7843214459819252,0.7841526980912739,0.7865821645541139,0.78501875,0.001107624818715692,7,0.7937674610466315,0.7944518403240021,0.7913994825064686,0.7932062612923674,0.0013077795264503254
11,1061.384430249532,32.22800713963592,0.5416296323140463,0.05752519500852099,0.0001,0.001,adaptive,"(100,)",0.0001,"{'tol': 0.0001, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100,), 'alpha': 0.0001}",0.7603217459781753,0.7578842764465444,0.7647753693842346,0.76099375,0.002853116970453421,18,0.9948530928318302,0.9955937224607654,0.9956781790227622,0.9953749981051193,0.0003706499367608945
12,887.5459062258402,46.211343834389986,8.85875646273295,1.5700790134484557,0.001,0.001,adaptive,"(100,)",0.01,"{'tol': 0.001, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100,), 'alpha': 0.01}",0.788915138560768,0.7864026699666254,0.7915697892447311,0.7889625,0.002109726846427764,4,0.9297526859542872,0.9304745654660341,0.910722990962613,0.9236500807943114,0.009145582399715205
13,1134.157325744629,48.05150332373464,0.6093321641286215,0.01275415775561303,0.0001,0.001,constant,"(100,)",0.0001,"{'tol': 0.0001, 'learning_rate_init': 0.001, 'learning_rate': 'constant', 'hidden_layer_sizes': (100,), 'alpha': 0.0001}",0.7608654891813852,0.7581467731653354,0.7627315682892072,0.76058125,0.00188248927507352,19,0.9957905986912419,0.9963437271482947,0.9961000487493906,0.9960781248629758,0.00022634526001524382
14,270.28661131858826,161.7089655310106,4.603846391042073,3.0127946282961875,0.001,0.0001,adaptive,"(50,)",0.01,"{'tol': 0.001, 'learning_rate_init': 0.0001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50,), 'alpha': 0.01}",0.7688716391045112,0.7840589492631342,0.7839570989274732,0.7789625,0.0071355042099471725,9,0.7753923462021638,0.7915361971012319,0.7879776502793715,0.7849687311942558,0.0069256131381231515
15,57.66264589627584,0.3278131789634151,0.4530937671661377,0.2100048763393405,0.001,0.0001,adaptive,"(50,)",0.1,"{'tol': 0.001, 'learning_rate_init': 0.0001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50,), 'alpha': 0.1}",0.764390445119436,0.7653841826977162,0.7677004425110627,0.765825,0.0013867819382625511,15,0.7691204320027,0.7675641722760768,0.7690778865264184,0.7685874969350651,0.000723808237798806
16,972.978626648585,2.39176853687356,0.48955074946085614,0.00736563944220497,0.0001,0.0001,adaptive,"(50,)",0.0001,"{'tol': 0.0001, 'learning_rate_init': 0.0001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50,), 'alpha': 0.0001}",0.7928713391082611,0.7882026474669067,0.793313582839571,0.7914625,0.0023121451677371,2,0.8875555472221701,0.8862805392533704,0.8840045749428133,0.8859468871394512,0.0014687509051417868
17,1295.6284343401592,492.39338627155865,0.86972443262736,0.6029903126761149,0.0001,0.001,adaptive,"(50,)",0.001,"{'tol': 0.0001, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50,), 'alpha': 0.001}",0.7631342108223648,0.7603404957438032,0.76134403360084,0.76160625,0.0011555089849341479,17,0.9530122063262896,0.952562203513772,0.9547099411257359,0.9534281169885991,0.0009248172690603119
18,310.4366919199626,65.17303219773436,0.6770370801289877,0.06292680893168331,0.0001,0.001,adaptive,"(50,)",0.1,"{'tol': 0.0001, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50,), 'alpha': 0.1}",0.7852589342633217,0.7861026737165785,0.789507237680942,0.78695625,0.0018363817467939784,6,0.7966924793279958,0.7975549847186545,0.7941463231709603,0.7961312624058702,0.0014470583291496942
19,438.6152563889821,12.197742369360371,0.5051728089650472,0.14675026710760972,0.001,0.001,adaptive,"(100,)",0.0001,"{'tol': 0.001, 'learning_rate_init': 0.001, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100,), 'alpha': 0.0001}",0.768927888401395,0.7658341770727866,0.7671566789169729,0.76730625,0.0012674305656690565,14,0.9839873999212495,0.9848592803705023,0.9876439044511943,0.985496861580982,0.0015593564258681314
